Code;Popularity;NameRu;NameEn;NameUa;CountryCode;Latitude;Longitude;GMT
EPU;0;Пярну;Parnu;Пярну;EE;58.3747;24.5136;+2:00
EQS;0;Эскель;Esquel;Ескель;AR;-42.9;-71.3167;-2:00
ERC;0;Эрзинджан;Erzincan;Ерзінджан;TR;39.7522;39.4928;+2:00
ERD;0;Бердянск;Berdiansk;;UA;46.7333;36.7833;
ERF;0;Эрфурт;Erfurt;Ерфурт;DE;50.9833;11.0333;+1:00
ERI;0;Эри;Erie;Ері;US;42.1292;-80.0851;-5:00
ERU;0;Erume;Erume;Erume;PG;-8.41667;147.083;
ERV;0;Kerrville;Kerrville;Kerrville;US;30.0474;-99.1403;
ERZ;0;Эрзурум;Erzurum;Ерзурум;TR;39.9086;41.2769;+2:00
ESA;0;Esa Ala;Esa Ala;Esa Ala;PG;-9.73333;150.817;
ESC;0;Эсканаба;Escanaba;Есканаба;US;45.7452;-87.0646;-5:00
ESD;0;Ист Саунд;East Sound;Іст Саунд;US;48.5998;-122.843;-8:00
ESE;0;Энсенада;Ensenada;Енсенада;MX;31.8667;-116.617;-8:00
ESL;0;Элиста;Elista;Еліста;RU;46.3078;44.2558;+4:00
ESM;0;Esmeraldas;Esmeraldas;Esmeraldas;EC;0.966667;-79.625;
ESN;0;Истон;Easton;Істон;US;40.6884;-75.2207;-5:00
ESP;0;Ист Штраудсбург;East Stroudsburg;Іст Штраудсбург;US;40.9995;-75.1813;-5:00
ESR;0;Эль-Сальвадор;El Salvador;Ель-Сальвадор;CL;-26.25;-69.6167;-3:00
ESS;2;Эссен;Essen;Ессен;DE;51.45;7.01667;+1:00
ESU;0;Эссаурия;Essaouira;Ессаурія;MA;31.51;-9.76;+0:00
ETB;0;Уэст Бенд;West Bend;Уест Бенд;US;43.4253;-88.1834;-6:00
ETD;0;Этадунна;Etadunna;Етадунна;AU;-27.5;138;
ETE;0;Метемма;Metemma;Метемма;ET;12.9667;36.2;
ETH;36;Эйлат;Elat;Ейлат;IL;29.5611;34.9517;+2:00
ETS;0;Энтерпрайз;Enterprise;Ентерпрайз;US;31.3152;-85.8552;-6:00
ETZ;2;Метц Нанси;Metz Nancy;Метц Нансі;FR;48.9792;6.24778;+1:00
EUA;0;Eua To;Eua To;Eua To;TO;-21.3758;-174.959;
EUF;0;Эуфола;Eufaula;Еуфола;US;31.8913;-85.1455;-6:00
EUG;0;Юджин;Eugene;Юджін;US;44.0521;-123.087;-8:00
EUM;0;Neumuenster;Neumuenster;Neumuenster;DE;54.0667;9.96667;
EUN;0;Лаайюн;El Aaiun;Лаайюн;MA;27.1333;-13.2167;+0:00
EUX;0;Сент-Эстатиус;St Eustatius;Сент-Естатіус;AN;17.4931;-62.9778;-4:00
EVE;0;Харстад-Нарвик;Harstad Narvik;Харстад-Нарвік;NO;68.4967;16.6797;+1:00
EVG;0;Свег;Sveg;Свег;SE;62.0333;14.35;+1:00
EVM;0;Эвелет;Eveleth;Евелет;US;47.4624;-92.5399;-6:00
EVN;6;Ереван;Yerevan;Єреван;AM;40.1811;44.5136;+4:00
EVV;0;Эвансвилль;Evansville;Евансвілль;US;37.9748;-87.5558;-6:00
EVW;0;Эванстон;Evanston;Еванстон;US;42.0411;-87.6901;-7:00
EVX;0;Эвре;Evreux;Евре;FR;49.0167;1.15;+1:00
EWB;0;Нью Бедфорд;New Bedford;Нью Бедфорд;US;41.6362;-70.9342;-5:00
EWI;0;Энаротали;Enarotali;Енароталі;ID;-3.91667;136.35;
EWK;0;Ньютон;Newton;Ньютон;US;38.0333;-97.3667;-6:00
EWN;0;Нью Берн;New Bern;Нью Берн;US;35.1085;-77.0441;-5:00
EWR;34;Ньюарк;Newark;Ньюарк;US;40.7357;-74.1724;-5:00
EWY;0;Ньюбери;Newbury;Ньюбері;GB;51.4;-1.31667;
EXI;0;Экскуршен Инлет;Excursion Inlet;Екскуршен Інлет;US;58.4189;-135.427;-9:00
EXM;0;Эксмаус-Галф;Exmouth Gulf;Ексмаус-Галф;AU;-22.25;114.25;+9:00
EXT;0;Эксетер;Exeter;Ексетер;GB;50.7236;-3.52751;+0:00
EYK;0;Белоярский;BELOYARSKY;Бiлоярский;RU;63.7082;66.6723;+6:00
EYW;0;Ки-Уэст;Key West;Кі-Уест;US;24.5557;-81.7826;-5:00
EZS;0;Элязыг;Elazig;Елязіг;TR;38.6753;39.2206;+2:00
FAB;0;Фарнборо Гемпшир;Farnborough Hampshire;Фарнборо Гемпшір;GB;51.2833;-0.766667;+0:00
FAE;0;Фарерские о-ва;Faeroe Islands;Фарерскі о-ви;DK;62.0667;-7.26667;+0:00
FAI;0;Фэрбанкс;Fairbanks;Фербанкс;US;64.8378;-147.716;-9:00
FAJ;0;Фажардо;Fajardo;Фажардо;US;18.3389;-65.5022;-4:00
FAO;138;Фаро;Faro;Фаро;PT;37.0167;-7.93333;+0:00
FAR;0;Фарго;Fargo;Фарго;US;46.8772;-96.7898;-6:00
FAT;0;Фресно;Fresno;Фресно;US;36.7477;-119.772;-8:00
FAV;0;Факарава;Fakarava;Факарава;PF;-16.3167;-145.617;
FAY;0;Файетвилль;Fayetteville;Файетвілль;US;34.9894;-78.8811;-5:00
FBM;0;Лубумбаши;Lubumbashi;Лубумбаші;CD;-11.6667;27.4667;+2:00
FCA;0;Калиспелл;Kalispell;Каліспелл;US;48.1958;-114.313;-7:00
FCB;0;Фиксбург;Ficksburg;Фіксбург;ZA;-28.8833;27.8833;+2:00
FCN;0;Куксхафен;Cuxhaven;Куксхафен;DE;53.8718;8.69087;+1:00
FCY;0;Форест-Сити;Forrest City;Форест-Сіті;US;35.0081;-90.7898;-6:00
FDE;0;Форде;Forde;Форде;NO;61.4517;5.84335;+1:00
FDF;0;Форт де Франс;Ft De France;Форт де Франс;MQ;14.5897;-61.0061;-4:00
FDH;0;Фридрихшафен;Friedrichshafen;Фрідріхшафен;DE;47.65;9.48333;+1:00
FDK;0;Фредерик;Frederick;Фредерік;US;39.4143;-77.4105;-5:00
FDU;0;Бандунду;Bandundu;Бандунду;CD;-3.31667;17.3667;
FDY;0;Findlay;Findlay;Findlay;US;41.0442;-83.6499;
FEC;0;Feira De Santana;Feira De Santana;Feira De Santana;BR;-12.2667;-38.9667;
FEG;0;Фергана;Fergana;Фергана;UZ;40.3933;71.7794;
FEL;0;Furstenfeldbruck;Furstenfeldbruck;Furstenfeldbruck;DE;48.2;11.2667;
FEN;0;Фернандо-де-Норонья;Fernando De Noronha;Фернандо-де-Норонья;BR;-3.85;-32.4167;-2:00
FES;0;Сан-Фернандо;San Fernando;Сан-Фернандо;ES;36.4667;-6.18333;
FEZ;0;Фес;Fez Ma;Фес;MA;34.05;-4.98;+0:00
FFM;0;Фергюс Фоллз;Fergus Falls;Фергюс Фоллз;US;46.283;-96.0776;-6:00
FFT;0;Frankfort;Frankfort;Frankfort;US;38.1822;-84.905;
FGL;0;Фокс-Гласьер;Fox Glacier;Фокс-Гласьєр;NZ;-43.4651;170.018;
FGR;0;Фуэнгирола;Fuengirola;Фуенгірола;ES;36.54;-4.62473;
FGU;0;Фангатау;Fangatau;Фангатау;PF;-16.05;-141.833;
FHU;0;Форт-Уачука;Ft Huachuca;Форт-Уачука;US;31.5889;-110.343;-7:00
FIE;0;Фейр-Айсл;Fair Isle;Фейр-Айсл;GB;59.5333;-1.65;+0:00
FIH;0;Киншаса;Kinshasa;Кіншаса;CD;-4.32972;15.315;+1:00
FIN;0;Finschhafen;Finschhafen;Finschhafen;PG;-6.6;147.85;
FIZ;0;Фицрой-Кроссинг;Fitzroy Crossing;Фіцрой-Кроссінг;AU;-18.1833;125.583;
FJR;0;Аль Фуджейра;Al Fujairah;Аль Фуджейра;AE;25.1094;56.3306;+4:00
FKB;2;Карлсруэ Баден-Баден;Karlsruhe Baden Baden;Карлсруе Баден-Баден;DE;48.7792;8.08028;+1:00
FKI;0;Kisangani;Kisangani;Kisangani;CD;0.516667;25.2;
FKL;2;Франклин;Franklin;Франклін;US;35.9251;-86.8689;-5:00
FKQ;0;Фак-Фак;Fak Fak;Фак-Фак;ID;-2.92641;132.296;
FKS;0;Фукусима;Fukushima;Фукусіма;JP;37.75;140.467;+9:00
FLA;0;Флоренция;Florencia;Флоренція;CO;1.58889;-75.5589;+1:00
FLB;0;Флориано;Floriano;Флоріано;BR;-6.76694;-43.0225;-3:00
FLC;0;Фоллз-Крик;Falls Creek;Фоллз-Крік;AU;-34.9667;150.6;+11:00
FLF;0;Фленсбург;Flensburg;Фленсбург;DE;54.7833;9.43333;+1:00
FLG;0;Флагстафф;Flagstaff;Флагстафф;US;35.1981;-111.651;-7:00
FLI;0;Flateyri;Flateyri;Flateyri;IS;66.05;-23.5167;
FLL;0;Форт-Лодердейл;Ft Lauderdale;Форт-Лодердейл;US;26.0742;-80.1517;-5:00
FLN;4;Флорианополис;Florianopolis;Флоріанополіс;BR;-27.5967;-48.5492;-2:00
FLO;0;Флоренс;Florence;Флоренс;US;34.1889;-79.7244;-5:00
FLP;0;Флиппин;Flippin;Фліппін;US;36.279;-92.5971;-6:00
FLR;0;Флоренция;Florence;Флоренс;IT;43.7667;11.25;+1:00
FLS;0;Флиндерз-Айленд;Flinder Island;Фліндерз-Айленд;AU;-40.095;147.997;
FLT;0;Flat;Flat;Flat;US;62.4542;-157.987;
FLW;2;Санта-Круз Флорес;Santa Cruz Flores;Санта-Круз Флорес;PT;39.45;-31.1167;-1:00
FMA;0;Формоса;Formosa;Формоса;AR;-26.1833;-58.1833;-2:00
FMH;0;Фолмаут;Falmouth;Фолмаут;US;41.5515;-70.6148;-5:00
FMI;0;Kalemie;Kalemie;Kalemie;CD;-5.94749;29.1947;
FMN;2;Фармингтон;Farmington;Фармінгтон;US;36.7281;-108.219;-7:00
FMO;0;Мюнстер;Muenster;Мюнстер;DE;51.9624;7.62571;+1:00
FMS;0;Форт-Мэдисон;Fort Madison;Форт-Медісон;US;40.6298;-91.3152;-6:00
FMY;0;Форт-Майерс;Fort Myers;Форт-Майєрс;US;26.6217;-81.8406;-5:00
FNA;0;Фритаун;Freetown;Фрітаун;SL;8.49;-13.2342;+0:00
FNB;0;Neubrandenburg;Neubrandenburg;Neubrandenburg;DE;53.5667;13.2667;
FNC;12;Фунчал;Funchal;Фунчал;PT;32.6333;-16.9;+0:00
FNE;0;Fane;Fane;Fane;PG;-8.6;147.233;
FNI;0;Нимес;Nimes;Німес;FR;43.8333;4.35;+1:00
FNJ;0;Пхеньян;Pyongyang;Пхеньян;KP;39.0194;125.755;+9:00
FNL;0;Форт-Коллинс;Ft Collins;Форт-Коллінс;US;40.5833;-105.083;-7:00
FNR;0;Funter Bay;Funter Bay;Funter Bay;US;58.2469;-134.895;
FNT;0;Флинт;Flint;Флінт;US;43.0125;-83.6875;-5:00
FOB;0;Fort Bragg;Fort Bragg;Fort Bragg;US;39.4457;-123.805;
FOC;0;Фучжоу;Fuzhou;Фучжоу;CN;26.0614;119.306;+8:00
FOD;0;Форт-Додж;Fort Dodge;Форт-Додж;US;42.4975;-94.168;-6:00
FOG;0;Фоджия;Foggia;Фоджія;IT;41.4609;15.5493;+1:00
FOK;0;Уэстхемптон;Westhampton;Уестхемптон;US;40.8245;-72.6662;-5:00
FOO;0;Numfoor;Numfoor;Numfoor;ID;-1.05;134.9;
FOR;0;Форталеса;Fortaleza;Форталєса;BR;-3.71722;-38.5431;-3:00
FOT;0;Форстер;Forster;Форстер;AU;-32.1667;152.517;+11:00
FOU;0;Фугаму;Fougamou;Фугаму;GA;-1.21667;10.6;
FPO;0;Фрипорт;Freeport;Фріпорт;BS;26.5333;-78.7;-5:00
FPR;0;Форт-Пирс;Fort Pierce;Форт-Пірс;US;27.4467;-80.3256;-5:00
FRA;376;Франкфурт;Frankfurt;Франкфурт;DE;50.1167;8.68333;+1:00
FRB;0;Форбс;Forbes;Форбс;AU;-33.3833;148.017;
FRC;0;Franca;Franca;Franca;BR;-20.5386;-47.4008;
FRD;0;Фрайди Харбор;Friday Harbor;Фрайді Харбор;US;48.5343;-123.017;-8:00
FRE;0;Fera Island;Fera Island;Fera Island;SB;-8.1;159.583;
FRG;0;Фармингдейл;Farmingdale;Фармінгдейл;US;40.7326;-73.4454;-5:00
FRJ;0;Фрехус;Frejus;Фрехус;FR;43.4333;6.73333;+1:00
FRK;0;Fregate Island;Fregate Island;Fregate Island;SC;-4.58333;55.9667;
FRL;0;Форли;Forli;Форлі;IT;44.2236;12.0528;+1:00
FRM;0;Фэрмонт;Fairmont;Фермонт;US;39.4851;-80.1426;-6:00
FRO;0;Флоро;Floro;Флоро;NO;61.6;5;+1:00
FRR;0;Франт-Ройял;Front Royal;Франт-Ройял;US;38.9182;-78.1944;-5:00
FRS;0;Флорес;Flores;Флорес;GT;16.9167;-89.8833;-6:00
FRU;20;Бишкек;Bishkek;Бішкек;KG;42.8731;74.6003;+6:00
FRW;0;Френсистаун;Francistown;Френсістаун;BW;-21.1667;27.5167;+2:00
FRZ;0;Фрицлар;Fritzlar;Фріцлар;DE;51.1333;9.28333;+1:00
FSC;0;Фигари;Figari;Фігарі;FR;41.4882;9.1295;+1:00
FSD;0;Сиу-Фоллс;Sioux Falls;Сіу-Фоллс;US;43.55;-96.7003;-6:00
FSM;0;Форт-Смит;Ft Smith;Форт-Сміт;US;35.3361;-94.37;-6:00
FSP;0;Сен-Пьер;St Pierre;Сен-П'єр;CA;46.9167;-56.1667;-3:00
FST;0;Форт-Стоктон;Fort Stockton;Форт-Стоктон;US;30.894;-102.879;-6:00
FTE;0;Эль-Калафате;El Calafate;Ель-Калафате;AR;-50.2803;-72.0533;-2:00
FTU;0;Форт-Дофин;Fort Dauphin;Форт-Дофін;MG;-25.0318;46.9998;
FTW;0;Форт-Уорт;Ft Worth;Форт-Уорт;US;32.75;-97.3333;-6:00
FTX;0;Овандо;Owando;Овандо;CG;-0.486944;15.9081;
FUB;0;Фуллеборн;Fulleborn;Фуллеборн;PG;-6.13333;150.633;
FUE;0;Пуэрто-Дель-Росарио;Puerto Del Rosario;Пуерто-Дель-Росаріо;ES;28.5;-13.8667;+0:00
FUG;0;Фуян;Fuyang;Фуян;CN;32.9;115.817;
FUJ;0;Фукуэ;Fukue;Фукуе;JP;32.6881;128.842;+9:00
FUK;0;Фукуока;Fukuoka;Фукуока;JP;33.5833;130.4;+9:00
FUL;0;Фуллертон;Fullerton;Фуллертон;US;33.8703;-117.925;-8:00
FUN;0;Фунафути;Funafuti;Фунафуті;TV;-8.51667;179.217;+12:00
FUT;0;Футуна;Futuna;Футуна;PF;-14.25;-178.15;
FWA;0;Форт-Уэйн;Ft Wayne;Форт-Уейн;US;40.9783;-85.1881;-5:00
FWM;0;Форт-Уильям;Fort William;Форт-Уільям;GB;56.8165;-5.11208;+0:00
FYN;0;Fuyun;Fuyun;Fuyun;CN;47;89.4667;
FYU;0;Форт-Юкон;Ft Yukon;Форт-Юкон;US;66.5811;-145.208;
FYV;0;Файетвилль;Fayetteville;Файетвілль;US;36.0036;-94.17;-6:00
FZO;0;Филтон;Filton;Філтон;GB;51.5086;-2.57472;
GAD;0;Гадсден;Gadsden;Гадсден;US;34.0143;-86.0066;-6:00
GAE;0;Габес;Gabes;Габес;TN;33.8833;10.1167;
GAI;0;Гейтерсбург;Gaithersburg;Гейтерсбург;US;39.1434;-77.2014;-5:00
GAJ;0;Ямагата;Yamagata;Ямагата;JP;38.2528;140.338;+9:00
GAL;0;Галена;Galena;Галена;US;42.4167;-90.429;-9:00
GAM;0;Gambell;Gambell;Gambell;US;63.7797;-171.741;
GAO;0;Гуантанамо;Guantanamo;Гуантанамо;CU;20.1444;-75.2092;
GAR;0;Гараина;Garaina;Гараїна;PG;-7.88333;147.133;+10:00
GAS;0;Гарисса;Garissa;Гарісса;KE;-0.456944;39.6583;
GAT;0;Гап;Gap France;Гап;FR;44.5667;6.08333;+1:00
GAU;0;Гавахати;Guwahati;Гавахаті;IN;26.1862;91.7509;+5:30
GAX;0;Гамба;Gamba;Гамба;GA;-2.65;10;
GAY;0;Гайя;Gaya;Гайя;IN;24.7833;85;+5:30
GBD;0;Грейт Бенд;Great Bend;Грейт Бенд;US;38.3645;-98.7648;-6:00
GBE;0;Габорон;Gaborone;Габорон;BW;-24.6464;25.9119;+2:00
GBG;0;Галесбург;Galesburg;Галесбург;US;40.9478;-90.3712;-6:00
GBJ;0;Marie Galante;Marie Galante;Marie Galante;GP;15.8667;-61.2667;
GBK;0;Гбангбаток;Gbangbatok;Гбангбаток;SL;7.80667;-12.3842;+0:00
GBN;0;Сан Джованни Ротондо;San Giovanni Rotondo;Сан Джованні Ротондо;IT;41.7049;15.7191;+1:00
GBQ;0;Мухаррак;Muharraq Town;Мухаррак;BH;26.4331;50.9889;+3:00
GBR;0;Грейт Баррингтон;Great Barrington;Грейт Баррінгтон;US;42.1959;-73.3621;-5:00
GBZ;0;Грейт-Барьер-Айленд;Great Barrier Island;Грейт-Бар'єр-Айленд;NZ;-36.1667;175.417;+13:00
GCC;0;Жиллет;Gillette;Жіллєт;US;44.2911;-105.502;-7:00
GCI;0;Гернси;Guernsey;Гернсі;GB;49.4361;-2.60278;+0:00
GCK;0;Гарден-Сити;Garden City;Гарден-Сіті;US;37.9286;-100.73;-6:00
GCM;0;Большой Кайман;Grand Cayman Island;Великий Кайман;KY;19.2925;-81.3581;-5:00
GCN;0;Гранд-Каньон;Grand Canyon;Гранд-Каньон;US;36.0544;-112.139;-7:00
GCV;0;Граватаи;Gravatai;Граватаї;BR;-29.9444;-50.9919;-2:00
GCY;0;Гринвилль;Greeneville;Грінвілль;US;36.1632;-82.831;-6:00
GDE;0;Gode;Gode;Gode;ET;5.90222;43.6283;
GDL;0;Гвадалахара;Guadalajara;Гвадалахара;MX;20.6667;-103.333;-6:00
GDN;0;Гданьск;Gdansk;Гданськ;PL;54.35;18.6667;+1:00
GDQ;0;Гондар;Gondar;Гондар;ET;12.6;37.4667;
GDT;0;Гранд Турк;Grand Turk;Гранд Турк;TC;21.4667;-71.1333;-5:00
GDV;0;Glendive;Glendive;Glendive;US;47.1053;-104.712;
GDX;0;Магадан;Magadan;Магадан;RU;59.5667;150.8;+12:00
GDZ;0;Геленджик;Gelendzik;Геленджик;RU;44.5667;38.0167;+4:00
GED;0;Джорджтаун;Georgetown;Джорджтаун;US;38.6883;-75.3575;-5:00
GEE;0;Джордж-Таун;George Town;Джордж-Таун;AU;-41.1;146.833;
GEG;0;Спокане;Spokane;Спокане;US;47.6588;-117.426;-8:00
GEL;0;Santo Angelo;Santo Angelo;Santo Angelo;BR;-28.2992;-54.2631;
GEN;0;Пуэнте-Хениль;Puente Genil;Пуенте-Хеніль;ES;37.3833;-4.76667;
GEO;0;Джорджтаун;Georgetown;Джорджтаун;GY;6.8;-58.1667;-4:00
GER;0;Нуэва-Герона;Nueva Gerona;Нуева-Герона;CU;21.8833;-82.8;-5:00
GES;0;Женерал Сантос;General Santos;Женерал Сантос;PH;6.11278;125.172;+8:00
GET;0;Джералдтон;Geraldton;Джералдтон;AU;-28.7667;114.6;+9:00
GEV;0;Галливаре;Gallivare;Галліваре;SE;67.1333;20.7;+1:00
GEW;0;Gewoia;Gewoia;Gewoia;PG;-9.2;148.483;
GEX;0;Гелонг;Geelong;Гелонг;AU;-38.1471;144.361;+11:00
GFD;0;Гринфилд;Greenfield;Грінфілд;US;42.9614;-88.0126;-5:00
GFF;0;Гриффит;Griffith;Гріффіт;AU;-34.2833;146.033;+11:00
GFK;0;Гранд Форкс;Grand Forks;Гранд Форкс;US;47.9253;-97.0329;-6:00
GFL;0;Гленз Фоллз;Glens Falls;Гленз Фоллз;US;43.3095;-73.644;-5:00
GFN;0;Графтон;Grafton;Графтон;AU;-29.6833;152.933;+11:00
GFR;0;Гранвиль;Granville;Гранвіль;FR;48.8379;-1.59714;
GFY;0;Grootfontein;Grootfontein;Grootfontein;NA;-19.5667;18.1167;
GGE;0;Джорджтаун;Georgetown;Джорджтаун;US;33.3833;-79.2833;
GGG;0;Лонгвью;Longview;Лонгв'ю;US;32.3867;-94.7153;-6:00
GGR;0;Garoe;Garoe;Garoe;SO;8.40639;48.4831;
GGS;0;Gobernador Gregores;Gobernador Gregores;Gobernador Gregores;AR;-48.7667;-70.25;
GGT;0;Джордж-Таун;George Town;Джордж-Таун;BS;23.4681;-75.7825;-5:00
GGW;0;Глазго;Glasgow;Глазго;US;48.2128;-106.616;-7:00
GHA;0;Гардайя;Ghardaia;Гардайя;DZ;32.4909;3.67347;+1:00
GHB;0;Говернорс-Харбор;Governor S Harbour;Говернорс-Харбор;BS;25.2839;-76.3308;-5:00
GHT;0;Ghat;Ghat;Ghat;LY;24.9647;10.1728;
GIB;0;Гибралтар;Gibraltar;Гібралтар;GI;36.1333;-5.35;+1:00
GIC;0;Бойгу-Айленд;Boigu Island;Бойгу-Айленд;AU;-9.26667;142.2;+10:00
GIF;0;Уинтер-Хейвен;Winter Haven;Уінтер-Хейвен;US;28.0222;-81.7329;-5:00
GIL;0;Гилгит;Gilgit;Гілгіт;PK;35.9167;74.3;+5:00
GIS;0;Гизборн;Gisborne;Гізборн;NZ;-38.6533;178.004;+13:00
GIZ;0;Джазан;Gizan;Джазан;SA;16.8667;42.5833;+3:00
GJA;0;Guanaja;Guanaja;Guanaja;HN;16.4;-85.9;
GJL;0;Jijel;Jijel;Jijel;DZ;36.8206;5.76671;
GJR;0;Gjogur;Gjogur;Gjogur;IS;65.9833;-21.35;
GJT;0;Гранд Джанкшн;Grand Junction;Гранд Джанкшн;US;39.0639;-108.551;-7:00
GKA;0;Горока;Goroka;Горока;PG;-6.08333;145.383;+10:00
GKL;0;Грейт-Кеппел-Айленд;Great Keppel Is;Грейт-Кеппел-Айленд;AU;-23.1833;150.942;
GKT;0;Гатлинбург;Gatlinburg;Гатлінбург;US;35.7143;-83.5102;-5:00
GLA;44;Глазго;Glasgow;Глазго;GB;55.8333;-4.25;+0:00
GLC;0;Гелади;Geladi;Геладі;ET;6.97556;46.4111;
GLD;0;Гудленд;Goodland;Гудленд;US;39.3508;-101.71;-7:00
GLE;0;Гейнсвилль;Gainesville;Гейнсвілль;US;33.6333;-97.1333;-6:00
GLF;0;Голфито;Golfito;Голфіто;CR;8.65;-83.15;
GLG;0;Гленгил;Glengyle;Гленгіл;AU;-24.8167;139.6;
GLH;0;Гринвилль;Greenville;Грінвілль;US;33.4844;-90.985;-6:00
GLI;0;Глен-Иннс;Glen Innes;Глен-Іннс;AU;-29.7333;151.733;+11:00
GLL;0;Гол;Gol City;Гол;NO;60.7;8.95;+1:00
GLO;0;Глостер;Gloucester;Глостер;GB;51.8657;-2.2431;+0:00
GLQ;0;Glennallen;Glennallen;Glennallen;US;62.1092;-145.546;
GLR;0;Гейлорд;Gaylord;Гейлорд;US;45.0275;-84.6748;-5:00
GLS;0;Гелвстон;Galveston;Гелвстон;US;29.3013;-94.7977;-6:00
GLT;0;Глэдстон;Gladstone;Гледстон;AU;-23.85;151.25;+10:00
GLV;0;Golovin;Golovin;Golovin;US;64.5442;-163.037;
GLW;0;Глазго;Glasgow;Глазго;US;37;-85.9167;-6:00
GLX;0;Галела;Galela;Галела;ID;-0.0333333;127.25;
GLZ;0;Бреда;Breda;Бреда;NL;51.5866;4.77596;
GMA;0;Gemena;Gemena;Gemena;CD;3.25;19.7667;
GMB;0;Gambela;Gambela;Gambela;ET;8.25;34.5833;
GME;0;Гомель;Gomel;Гомель;BY;52.4417;30.9833;+2:00
GMI;0;Гасмата;Gasmata;Гасмата;PG;-6.28333;150.333;
GMN;0;Греймаут;Greymouth;Греймаут;NZ;-42.4667;171.2;
GMR;0;о.Гамбир;Gambier Island;о.Гамбір;PF;-23.1667;-135;
GMZ;0;Сан-Себастиан-де-ла-Гомера;San Sebastian De La Gomera;Сан-Себастіан-де-ла-Гомера;ES;28.1;-17.1;+0:00
GNA;0;Гродно;Grodna;Гродно;BY;53.6814;23.8147;+2:00
GNB;16;Гренобль;Grenoble;Гренобль;FR;45.1667;5.71667;+1:00
GND;0;Гренада;Grenada;Гренада;GD;12.15;-61.6167;-4:00
GNE;0;Гент;Ghent;Гент;BE;51.05;3.71667;
GNR;0;General Roca;General Roca;General Roca;AR;-39.0333;-67.5833;
GNS;0;Гунунгситоли;Gunungsitoli;Гунунгсітолі;ID;1.28333;97.6167;+7:00
GNU;0;Goodnews Bay;Goodnews Bay;Goodnews Bay;US;59.1189;-161.588;
GNV;0;Гейнсвилль;Gainesville;Гейнсвілль;US;29.6897;-82.2758;-5:00
GNY;0;Санлиурфа;Sanliurfa;Санліурфа;TR;37.1511;38.7928;-7:00
GOA;0;Генуя;Genoa;Генуя;IT;44.4063;8.93386;+1:00
GOB;0;Гоба;Goba;Гоба;ET;7.01667;39.9833;
GOC;0;Гора;Gora;Гора;PG;-9.16667;148.817;
GOE;0;Gonalia;Gonalia;Gonalia;PG;-5.36667;151.85;
GOH;0;Нуук;Nuuk;Нуук;GL;64.1833;-51.75;-3:00
GOI;68;Гоа;Goa;Гоа Індія;IN;15.3833;73.8333;+5:30
GOJ;42;Нижний Новгород;Nizhniy Novgorod;Нижній Новгород;RU;56.3287;44.002;+4:00
GOM;0;Гома;Goma;Гома;CD;-1.67917;29.2228;
GON;4;Нью Лондон;New London;Нью Лондон;US;41.3557;-72.0995;-5:00
GOO;0;Гундивинди;Goondiwindi;Гундівінді;AU;-28.55;150.317;+10:00
GOP;0;Горахпур;Gorakhpur;Горахпур;IN;29.45;75.6833;
GOR;0;Gore;Gore;Gore;ET;8.15556;35.5381;
GOS;0;Госфорд;Gosford;Госфорд;AU;-33.4333;151.35;
GOT;0;Готенбург;Gothenburg;Готенбург;SE;57.7072;11.9668;+1:00
GOU;0;Гаруа;Garoua;Гаруа;CM;9.3;13.4;+1:00
GOV;0;Гоув;Gove;Гоув;AU;-12.2333;136.767;+9:30
GOZ;0;Gorna Orjahovica;Gorna Orjahovica;Gorna Orjahovica;BG;43.1167;25.6667;
GPA;0;Патрас;Patras;Патрас;GR;38.2444;21.7344;+2:00
GPI;0;Гуапи;Guapi;Гуапі;CO;2.55639;-77.8639;
GPN;0;Гарден-Пойнт;Garden Point;Гарден-Пойнт;AU;-11.7667;130.017;
GPO;0;Хенераль-Пико;General Pico;Хенераль-Піко;AR;-35.6667;-63.7333;
GPS;0;Галапагосские острова;Galapagos Is;Галапагосські острови;EC;-0.434722;-90.2828;-6:00
GPT;0;Галфпорт;Gulfport;Галфпорт;US;30.3674;-89.0928;-6:00
GPZ;0;Гранд Рапидс;Grand Rapids;Гранд Рапідс;US;47.2144;-93.5111;-6:00
GQQ;0;Галион;Galion;Галіон;US;40.7337;-82.7899;-5:00
GRB;0;Грин Бэй;Green Bay;Грін Бей;US;44.5192;-88.0198;-6:00
GRD;0;Гринвуд;Greenwood;Грінвуд;US;39.6137;-86.1067;
GRI;0;Гранд-Айленд;Grand Island;Гранд-Айленд;US;40.925;-98.342;-6:00
GRJ;0;Джордж;George;Джордж;ZA;-33.9667;22.45;+2:00
GRM;0;Grand Marais;Grand Marais;Grand Marais;US;47.7504;-90.3343;
GRO;0;Херона;Gerona;Хєрона;ES;41.9831;2.82493;+1:00
GRP;0;Гурупи;Gurupi;Гурупі;BR;-11.7292;-49.0686;
GRQ;0;Гронинген;Groningen;Гронінген;NL;53.2192;6.56667;+1:00
GRR;0;Гранд Рапидс;Grand Rapids;Гранд Рапідс;US;42.8811;-85.5242;-5:00
GRS;0;Гросето;Grosseto;Гросето;IT;42.7714;11.1079;+1:00
GRV;0;Грозный;GROZNY;Грозний;RU;42.9728;47.4936;+4:00
GRW;0;Грасиоса-Айленд;Graciosa Island;Грасіоса-Айленд;PT;39.05;-28.05;-1:00
GRX;0;Гранада;Granada;Гранада;ES;37.1882;-3.60667;+1:00
